文件名,参考文本,标准化参考,标准化识别,参考字数,识别字数,错误字数,字错率,音频时长(秒),处理时间(秒),识别速度(字/秒),实时率(RTF),原始结果
BAC009S0002W0412.wav,她 透露 日前 以 大使 身份 到 四川 探访 眼疾 病童 四 日,她透露日前以大使身份到四川探访眼疾病童四日,他透露日前以大使身份到四川探方眼疾病同四日,21,21,3,0.142857143,9.0610625,0.107167959,195.9540907,0.011827306,<|zh|><|NEUTRAL|><|Speech|><|withitn|>他透露，日前以大使身份到四川。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>探方。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>眼疾病同四日。
BAC009S0002W0414.wav,关 咏荷 自 曝 曾 打算 带 女儿 同行 女儿 这么 大 了,关咏荷自曝曾打算带女儿同行女儿这么大了,关勇和自曝曾打算带女儿同行女儿这么大了,19,19,2,0.105263158,5.7519375,0.083316088,228.0471938,0.014484874,<|zh|><|NEUTRAL|><|Speech|><|withitn|>关勇和自曝曾打算带女儿同行，女儿这么大了。
BAC009S0002W0415.wav,我有 想过 带 她 去,我有想过带她去,我有想过带他去,7,7,1,0.142857143,2.338875,0.074124575,94.43561777,0.031692405,<|zh|><|NEUTRAL|><|Speech|><|withitn|>我有想过带他去。
BAC009S0002W0416.wav,但 她 应该 还 没 准备 好,但她应该还没准备好,但他应该还没准备好,9,9,1,0.111111111,2.749,0.075699806,118.890661,0.027537216,<|zh|><|NEUTRAL|><|Speech|><|withitn|>但他应该还没准备好。
BAC009S0002W0417.wav,关 咏荷 还 称 在 当地 要 野外 如厕,关咏荷还称在当地要野外如厕,关永和还称在当地要野外入厕,13,13,3,0.230769231,4.214125,0.083438396,155.8035695,0.019799697,<|zh|><|NEUTRAL|><|Speech|><|withitn|>关永和还称，在当地要野外入厕。
BAC009S0002W0418.wav,更 被 昆虫 吓 到 傻 了 环境 好 震撼,更被昆虫吓到傻了环境好震撼,更被昆虫吓到傻了环境好震撼,13,13,0,0,5.3100625,0.084555149,153.7458114,0.015923569,<|zh|><|NEUTRAL|><|Speech|><|withitn|>更被昆虫吓到傻了，环境好震撼。
BAC009S0002W0419.wav,自己 以往 拍剧 对于 野外 如厕 都 习惯 了,自己以往拍剧对于野外如厕都习惯了,自己以往拍剧对于野外入厕都习惯了,16,16,1,0.0625,4.984125,0.079218626,201.9727027,0.015894189,<|zh|><|NEUTRAL|><|Speech|><|withitn|>自己以往拍剧对于野外入厕都习惯了。
BAC009S0002W0420.wav,但 却 被 这次 路途 中加 油 站 的 厕所 吓 到,但却被这次路途中加油站的厕所吓到,但却被这次路途中加油站的厕所吓到,16,16,0,0,4.213875,0.089905024,177.9655837,0.021335475,<|zh|><|NEUTRAL|><|Speech|><|withitn|>但却被这次路途中加油站的厕所吓到。
BAC009S0002W0421.wav,因为 布满 了 昆虫,因为布满了昆虫,因为布满了昆虫,7,7,0,0,2.233875,0.071184158,98.33648616,0.031865775,<|zh|><|NEUTRAL|><|Speech|><|withitn|>因为布满了昆虫。
BAC009S0002W0422.wav,如果 带 女儿 去 可能 吓死 她,如果带女儿去可能吓死她,如果带女儿去可能吓死她,11,11,0,0,3.0339375,0.074320555,148.0075067,0.024496403,<|zh|><|NEUTRAL|><|Speech|><|withitn|>如果带女儿去，可能吓死她。
BAC009S0002W0423.wav,黄 毅清 见 女儿 后首 度 感谢 黄奕 娱乐 频道,黄毅清见女儿后首度感谢黄奕娱乐频道,黄益清见女儿后首度感谢黄奕娱乐频道,17,17,1,0.058823529,5.7839375,0.084523201,201.1282086,0.014613436,<|zh|><|NEUTRAL|><|Speech|><|withitn|>黄益清见女儿后，首度感谢黄奕娱乐频道。
BAC009S0002W0424.wav,黄奕 前夫 黄 毅清 将 出书 记录 与 女儿 的 成长 故事,黄奕前夫黄毅清将出书记录与女儿的成长故事,黄义前夫黄义琴将出书记录与女儿的成长故事,20,20,3,0.15,6.333,0.085441589,234.0780427,0.013491487,<|zh|><|NEUTRAL|><|Speech|><|withitn|>黄义前夫黄义琴将出书记录与女儿的成长故事。
BAC009S0002W0425.wav,搜狐 娱乐 讯 九月 十六 日 消息,搜狐娱乐讯九月十六日消息,搜狐娱乐讯月日消息,12,9,3,0.25,3.80325,0.079761744,112.836049,0.020971996,<|zh|><|NEUTRAL|><|Speech|><|withitn|>搜狐娱乐讯9月16日消息。
BAC009S0002W0426.wav,据 台湾 媒体 报道,据台湾媒体报道,据台湾媒体报道,7,7,0,0,3.202875,0.074102879,94.46326695,0.023136363,<|zh|><|NEUTRAL|><|Speech|><|withitn|>据台湾媒体报道。
BAC009S0002W0427.wav,三十九 岁 的 关颖 女儿 已 三 个 多 月 大,三十九岁的关颖女儿已三个多月大,岁的观影女儿已个多月大,15,11,6,0.4,4.562,0.083429813,131.8473523,0.018287991,<|zh|><|NEUTRAL|><|Speech|><|withitn|>39岁的观影女儿已3个多月大。
BAC009S0002W0428.wav,女儿 直挺挺 地 被 她 抱 着,女儿直挺挺地被她抱着,女儿直挺挺地被她抱着,10,10,0,0,3.214125,0.075880527,131.786116,0.023608456,<|zh|><|NEUTRAL|><|Speech|><|withitn|>女儿直挺挺地被她抱着。
BAC009S0002W0429.wav,肉肉 身材 可爱 爆 表,肉肉身材可爱爆表,肉肉身材可爱爆表,8,8,0,0,3.7619375,0.075484514,105.9820028,0.020065329,<|zh|><|NEUTRAL|><|Speech|><|withitn|>肉肉身材可爱爆表。
BAC009S0002W0430.wav,中新 网 六月 二 日电 据 台湾 中国 时报 即时 消息,中新网六月二日电据台湾中国时报即时消息,中新网月日电据台湾中国时报纪时消息,19,17,3,0.157894737,6.879875,0.09173584,185.3147039,0.01333394,<|zh|><|NEUTRAL|><|Speech|><|withitn|>中新网6月2日。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>电据台湾中国时报纪时消息。
BAC009S0002W0431.wav,西夏 区 农科所 小学 门口 发生 一 起 交通 事故,西夏区农科所小学门口发生一起交通事故,西夏区农科所小学门口发生一起交通事故,18,18,0,0,6.1840625,0.092401266,194.8025256,0.014941839,<|zh|><|NEUTRAL|><|Speech|><|withitn|>西夏区农科所小学门口发生一起交通事故。
BAC009S0002W0432.wav,一辆 无 牌照 的 二轮 摩托 车 与 一名 五 岁 小孩 发生 碰撞,一辆无牌照的二轮摩托车与一名五岁小孩发生碰撞,一辆无牌照的二轮摩托与一名岁小孩发生碰撞,22,20,2,0.090909091,6.900875,0.099423885,201.1589059,0.014407432,<|zh|><|NEUTRAL|><|Speech|><|withitn|>一辆无牌照的二轮摩托与一名5岁小孩发生碰撞。
BAC009S0002W0433.wav,孩子 被 送往 医院 抢救 无 效 后 死亡,孩子被送往医院抢救无效后死亡,孩子被送往医院抢救无效后死亡,14,14,0,0,4.45675,0.078171253,179.093969,0.017539968,<|zh|><|NEUTRAL|><|Speech|><|withitn|>孩子被送往医院抢救无效后死亡。
BAC009S0002W0434.wav,事故 原因 正在 进一步 调查 之 中,事故原因正在进一步调查之中,事故原因正在进一步调查之中,13,13,0,0,3.8559375,0.076243639,170.5060274,0.019773048,<|zh|><|NEUTRAL|><|Speech|><|withitn|>事故原因正在进一步调查之中。
BAC009S0002W0435.wav,五 岁 智障 儿 走失 三百 天母 亲 曾 放弃 寻找 悔恨 不 已,五岁智障儿走失三百天母亲曾放弃寻找悔恨不已,岁智障儿走失天母亲曾放弃寻找悔恨不已,21,18,3,0.142857143,8.3769375,0.098183632,183.3299467,0.011720707,<|zh|><|NEUTRAL|><|Speech|><|withitn|>5岁智障儿。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>走失300天，母亲曾放弃寻找，悔恨不已。
BAC009S0002W0436.wav,五 岁 男孩 下身 被 烧伤 称 玩伴 拿 油 汽 淋 他 并 点燃 裤子,五岁男孩下身被烧伤称玩伴拿油汽淋他并点燃裤子,岁男孩下身被烧伤称完伴拿油漆淋他并点燃裤子,22,21,3,0.136363636,6.459,0.08783865,239.0747132,0.013599419,<|zh|><|NEUTRAL|><|Speech|><|withitn|>5岁男孩下身被烧伤，称完伴拿油漆淋他并点燃裤子。
BAC009S0002W0437.wav,五 岁 男孩 下身 被 烧伤,五岁男孩下身被烧伤,岁男孩下身被烧伤,9,8,1,0.111111111,3.150875,0.073692799,108.5587758,0.023388043,<|zh|><|NEUTRAL|><|Speech|><|withitn|>5岁男孩下身被烧伤。
BAC009S0002W0438.wav,警方 在 事发 现场 进行 调查 取证 照片 来自 网络,警方在事发现场进行调查取证照片来自网络,警方在事发现场进行调查取证照片来自网络,19,19,0,0,5.8159375,0.082674742,229.8162607,0.014215205,<|zh|><|NEUTRAL|><|Speech|><|withitn|>警方在事发现场进行调查，取证照片来自网络。
BAC009S0002W0439.wav,五 岁 男孩 患 白血 病 扛 过 十三 次 化疗 期待 早点 上学,五岁男孩患白血病扛过十三次化疗期待早点上学,岁男孩患白血病扛过次化疗期待早点上学,21,18,3,0.142857143,7.437,0.089176893,201.8460091,0.011990977,<|zh|><|NEUTRAL|><|Speech|><|withitn|>5岁男孩患白血病，扛过13次化疗，期待早点上学。
BAC009S0002W0440.wav,记者 蔡 君彦 许 文 俊 摄影 本报 讯 我想 上学,记者蔡君彦许文俊摄影本报讯我想上学,记者蔡俊燕许文俊摄影本报讯我想上学,17,17,2,0.117647059,6.996125,0.100830793,168.5992883,0.014412377,<|zh|><|NEUTRAL|><|Speech|><|withitn|>记者蔡俊燕、许文俊摄影本报讯，我想上学。
BAC009S0002W0441.wav,一 脸 不 情愿 地埋 怨 道,一脸不情愿地埋怨道,一脸不情愿地埋怨道,9,9,0,0,3.298125,0.080348253,112.0123915,0.024361797,<|zh|><|NEUTRAL|><|Speech|><|withitn|>一脸不情愿地埋怨道。
BAC009S0002W0442.wav,妈妈 崔 女士 强 装 笑脸 安慰 他,妈妈崔女士强装笑脸安慰他,妈妈催你事强装笑脸安慰他,12,12,3,0.25,5.711875,0.086317301,139.0219561,0.015111903,<|zh|><|NEUTRAL|><|Speech|><|withitn|>妈妈催你事。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>强装笑脸安慰他。
BAC009S0002W0443.wav,走出 病房 后 却 忍 不 住 哗哗 的 眼泪,走出病房后却忍不住哗哗的眼泪,走出病房后却忍不住哗哗的眼泪,14,14,0,0,4.5949375,0.084734917,165.2211455,0.018440929,<|zh|><|NEUTRAL|><|Speech|><|withitn|>走出病房后，却忍不住哗哗的眼泪。
BAC009S0002W0444.wav,孩子 患 白血 病 三年 多来,孩子患白血病三年多来,孩子患白血病三年多来,10,10,0,0,4.843,0.087296009,114.552774,0.018025193,<|zh|><|NEUTRAL|><|Speech|><|withitn|>孩子患白血病三年多来。
BAC009S0002W0445.wav,她 原本 盼 着 孩子 恢复 后 今秋 能顺 利 入学,她原本盼着孩子恢复后今秋能顺利入学,她原本盼着孩子恢复后金秋能顺利入学,17,17,1,0.058823529,6.7060625,0.091638803,185.5109337,0.013665069,<|zh|><|NEUTRAL|><|Speech|><|withitn|>她原本盼着孩子恢复后，金秋能顺利入学。
BAC009S0002W0446.wav,没 想到 却 等 来 了 病情 复发 的 消息,没想到却等来了病情复发的消息,没想到却等来了病情复发的消息,14,14,0,0,5.7951875,0.083741426,167.1812935,0.014450167,<|zh|><|NEUTRAL|><|Speech|><|withitn|>没想到却等来了病情复发的消息。
BAC009S0002W0447.wav,五 岁 男孩 背负 宝剑 负气 出走 因 祖母 逗 了 他 一句,五岁男孩背负宝剑负气出走因祖母逗了他一句,岁男孩背负宝剑负气出走因祖母逗了他一句,20,19,1,0.05,7.603,0.091483593,207.687514,0.012032565,<|zh|><|NEUTRAL|><|Speech|><|withitn|>5岁男孩背负宝剑，负气出走，因祖母逗了他一句。
BAC009S0002W0448.wav,本报 记者 陈 雷 本报 通讯 员 周 德峰,本报记者陈雷本报通讯员周德峰,本报记者陈雷本报通讯员周德峰,14,14,0,0,7.505875,0.105306387,132.9454025,0.014029862,<|zh|><|NEUTRAL|><|Speech|><|withitn|>本报记者陈雷。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>本报通讯员周德峰。
BAC009S0002W0449.wav,五 岁 男童 从 八楼 坠 下 砸 到 楼 下 轿车,五岁男童从八楼坠下砸到楼下轿车,岁男童从楼坠下砸到楼下叫车,15,13,3,0.2,5.657,0.085963011,151.2278349,0.015195865,<|zh|><|NEUTRAL|><|Speech|><|withitn|>5岁男童从8楼坠下，砸到楼下叫车。
BAC009S0002W0450.wav,男童 坠 下 时 先 砸 到 了 这 辆 车,男童坠下时先砸到了这辆车,南从坠下时先砸到了这辆车,12,12,2,0.166666667,4.7050625,0.078479528,152.9061176,0.016679806,<|zh|><|NEUTRAL|><|Speech|><|withitn|>南从坠下时先砸到了这辆车。
BAC009S0002W0451.wav,五 岁 男童 出门 玩耍 掉入 排污 管道 溺亡,五岁男童出门玩耍掉入排污管道溺亡,岁男童出门玩耍掉入排污管道溺网,16,15,2,0.125,6.264875,0.087860584,170.7250199,0.014024316,<|zh|><|NEUTRAL|><|Speech|><|withitn|>5岁男童出门玩耍。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>掉入排污管道溺网。
BAC009S0002W0452.wav,据说 孩子 是 在 这 附近 不 见 的,据说孩子是在这附近不见的,据说孩子是在这附近不见的,12,12,0,0,3.724875,0.077939272,153.9660264,0.020923997,<|zh|><|NEUTRAL|><|Speech|><|withitn|>据说孩子是在这附近不见的。
BAC009S0002W0453.wav,五 岁 男童 医院 看 牙 两小 时 后身 亡,五岁男童医院看牙两小时后身亡,岁男童医院看牙小时后身亡,14,12,2,0.142857143,4.8290625,0.079385519,151.16107,0.016439116,<|zh|><|NEUTRAL|><|Speech|><|withitn|>5岁男童医院看牙2小时后身亡。
BAC009S0002W0454.wav,鹏鹏 的 家人 再次 来到 医院,鹏鹏的家人再次来到医院,彭鹏的家人再次来到医院,11,11,1,0.090909091,3.781,0.079728365,137.9684634,0.021086582,<|zh|><|NEUTRAL|><|Speech|><|withitn|>彭鹏的家人再次来到医院。
BAC009S0002W0455.wav,与 院方 协商 赔偿 问题,与院方协商赔偿问题,与院方协商赔偿问题,9,9,0,0,3.697,0.083555698,107.7125818,0.022600946,<|zh|><|NEUTRAL|><|Speech|><|withitn|>与院方协商赔偿问题。
BAC009S0002W0456.wav,妈妈 带 着 鹏鹏 前往 顺义 区 首儿 李 娇 儿童 医院 口腔 科 看病,妈妈带着鹏鹏前往顺义区首儿李娇儿童医院口腔科看病,妈妈带着鹏鹏前往顺义区首儿理交儿童医院口腔科看病,24,24,2,0.083333333,9.01,0.093728065,256.0599099,0.010402671,<|zh|><|NEUTRAL|><|Speech|><|withitn|>妈妈带着鹏鹏前往顺义区首儿理交儿童医院口腔科看病。
BAC009S0002W0457.wav,本 以为 只是 一 次普 通 换药,本以为只是一次普通换药,本以为支持一次普通换药,11,11,2,0.181818182,4.0698125,0.076659203,143.4922309,0.018836053,<|zh|><|NEUTRAL|><|Speech|><|withitn|>本以为支持一次普通换药。
BAC009S0002W0458.wav,没 想到 鹏鹏 竟 在 治疗 中意 外 身亡,没想到鹏鹏竟在治疗中意外身亡,没想到鹏鹏竟然在治疗中意外身亡,14,15,1,0.071428571,4.6779375,0.079265594,189.2372106,0.01694456,<|zh|><|NEUTRAL|><|Speech|><|withitn|>没想到鹏鹏竟然在治疗中意外身亡。
BAC009S0002W0459.wav,五 岁 男童 台风 天 失踪 三天 后 找到 可惜 已 命丧 溪流,五岁男童台风天失踪三天后找到可惜已命丧溪流,岁男童台风天失踪三天后找到可惜已命丧溪流,21,20,1,0.047619048,7.5339375,0.095932007,208.4809925,0.012733316,<|zh|><|NEUTRAL|><|Speech|><|withitn|>5岁男童台风天失踪，三天后找到可惜已命丧溪流。
BAC009S0002W0460.wav,从 八月 九 日 十九 时 到 八月 十二 日 上午 十时,从八月九日十九时到八月十二日上午十时,从月日时到月日上午时,18,10,8,0.444444444,5.6440625,0.086363077,115.7902234,0.015301581,<|zh|><|NEUTRAL|><|Speech|><|withitn|>从8月9日19时到8月12日上午10时。
BAC009S0002W0461.wav,小叮 当 失 联 整整 六十三 个 小时,小叮当失联整整六十三个小时,小叮当失联整整个小时,13,10,3,0.230769231,4.0288125,0.078791857,126.9166689,0.019557092,<|zh|><|NEUTRAL|><|Speech|><|withitn|>小叮当失联整整63个小时。
BAC009S0002W0462.wav,小叮 当 的 父母 亲友,小叮当的父母亲友,小叮当的父母亲友,8,8,0,0,3.145,0.073818922,108.3732975,0.023471835,<|zh|><|NEUTRAL|><|Speech|><|withitn|>小叮当的父母亲友。
BAC009S0002W0463.wav,没 有 一 个人 不 希望 孩子 能平 安 回家,没有一个人不希望孩子能平安回家,没有一个人不希望孩子能平安回家,15,15,0,0,4.566875,0.07841754,191.2837367,0.017170941,<|zh|><|NEUTRAL|><|Speech|><|withitn|>没有一个人不希望孩子能平安回家。
BAC009S0002W0464.wav,但是 不幸 最终 还是 发生 了,但是不幸最终还是发生了,但是不幸最终还是发生了,11,11,0,0,3.4079375,0.073515415,149.6284823,0.02157182,<|zh|><|NEUTRAL|><|Speech|><|withitn|>但是不幸最终还是发生了。
BAC009S0002W0465.wav,台州 仙居 警方 在 当地 一处 溪流 里 找到 一 具 男童 尸体,台州仙居警方在当地一处溪流里找到一具男童尸体,台州仙居警方在当地一处溪流里找到一具男童尸体,22,22,0,0,7.4099375,0.087620974,251.0814375,0.011824793,<|zh|><|NEUTRAL|><|Speech|><|withitn|>台州仙居警方在当地一处溪流里找到一具男童尸体。
BAC009S0002W0466.wav,五 岁 男童 在 幼儿 园内 摔 成 九级 伤残 院方 选择 沉默,五岁男童在幼儿园内摔成九级伤残院方选择沉默,岁男童在幼儿园内摔成级伤残院方选择沉默,21,19,2,0.095238095,6.703875,0.092262506,205.9341408,0.013762564,<|zh|><|NEUTRAL|><|Speech|><|withitn|>5岁男童在幼儿园内摔成9级伤残，院方选择沉默。
BAC009S0002W0467.wav,新文 化 讯 记者 王 跃如 果 时间 能够 倒流,新文化讯记者王跃如果时间能够倒流,新闻华讯记者王悦如果时间能够倒流,16,16,3,0.1875,5.2519375,0.084136009,190.1682781,0.016019994,<|zh|><|NEUTRAL|><|Speech|><|withitn|>新闻华讯记者王悦，如果时间能够倒流。
BAC009S0002W0468.wav,我 宁可 把 孩子 留在 身边 照顾,我宁可把孩子留在身边照顾,我宁可把孩子留在身边照顾,12,12,0,0,4.077125,0.085488558,140.3696624,0.020967853,<|zh|><|NEUTRAL|><|Speech|><|withitn|>我宁可把孩子留在身边照顾。
BAC009S0002W0469.wav,不 送 去 幼儿 园 看着 左臂 依旧 缠 着 绷带,不送去幼儿园看着左臂依旧缠着绷带,不送去幼儿园看着左臂依旧缠着绷带,16,16,0,0,5.714125,0.090407848,176.9757857,0.015821818,<|zh|><|NEUTRAL|><|Speech|><|withitn|>不送去幼儿园。 <|zh|><|NEUTRAL|><|Speech|><|withitn|>看着左臂依旧缠着绷带。
BAC009S0002W0470.wav,医疗 鉴定 结果 为 九级 伤残 的 宝贝 儿子,医疗鉴定结果为九级伤残的宝贝儿子,医疗鉴定结果为级伤残的宝贝儿子,16,15,1,0.0625,4.495125,0.084364414,177.8000848,0.01876798,<|zh|><|NEUTRAL|><|Speech|><|withitn|>医疗鉴定结果为9级伤残的宝贝儿子。
BAC009S0002W0471.wav,林 女士 心中 痛悔 莫名 幼儿 园里 男童 左臂 摔 骨折,林女士心中痛悔莫名幼儿园里男童左臂摔骨折,林女士心中痛悔莫名幼儿园里男童左臂摔骨折,20,20,0,0,7.7309375,0.102014542,196.0504814,0.013195624,<|zh|><|NEUTRAL|><|Speech|><|withitn|>林女士心中痛悔，莫名幼儿园里男童左臂摔骨折。
BAC009S0002W0472.wav,五 岁 男童 家门 口 玩耍 时 失踪 疑 被 陌生 女子 拐走,五岁男童家门口玩耍时失踪疑被陌生女子拐走,岁男童家门口玩耍时失踪已被陌生女子拐走,20,19,2,0.1,6.9391875,0.093735218,202.698627,0.013508097,<|zh|><|NEUTRAL|><|Speech|><|withitn|>5岁男童家门口玩耍时，失踪已被陌生女子拐走。
BAC009S0002W0473.wav,警方 悬赏 五万 奖励 提供 线索 者,警方悬赏五万奖励提供线索者,警方悬赏万奖励提供线索者,13,12,1,0.076923077,4.386,0.079560757,150.8281281,0.018139707,<|zh|><|NEUTRAL|><|Speech|><|withitn|>警方悬赏5万奖励，提供线索者。
BAC009S0002W0474.wav,五 岁 男童 每天 只 喝 可乐 不 喝水 十四 颗牙 齿 齐 根 烂掉,五岁男童每天只喝可乐不喝水十四颗牙齿齐根烂掉,岁男童每天只喝可乐不喝水颗牙齿齐根烂掉,22,19,3,0.136363636,7.291,0.090977192,208.843553,0.012478013,<|zh|><|NEUTRAL|><|Speech|><|withitn|>5岁男童每天只喝可乐不喝水，14颗牙齿齐根烂掉。
BAC009S0002W0475.wav,二十八 颗牙 齿 八 颗 烂 得 只 剩 牙根,二十八颗牙齿八颗烂得只剩牙根,颗牙齿颗烂的只剩牙根,14,10,5,0.357142857,5.2949375,0.083171368,120.2336848,0.015707715,<|zh|><|NEUTRAL|><|Speech|><|withitn|>28颗牙齿，8颗烂的只剩牙根。
BAC009S0002W0476.wav,五 岁 男孩 不仅 吃饭 成 了难 题,五岁男孩不仅吃饭成了难题,岁男孩不仅吃饭成了难题,12,11,1,0.083333333,4.1811875,0.083787203,131.2849651,0.020039092,<|zh|><|NEUTRAL|><|Speech|><|withitn|>5岁男孩不仅吃饭成了难题。
BAC009S0002W0477.wav,现在 就 连 说话 都 不清 楚 了,现在就连说话都不清楚了,现在就连说话都不清楚了,11,11,0,0,4.0490625,0.081161261,135.532641,0.020044457,<|zh|><|NEUTRAL|><|Speech|><|withitn|>现在就连说话都不清楚了。
BAC009S0002W0478.wav,这 是 我 当 牙科 医生 三十 年 来,这是我当牙科医生三十年来,这是我当牙科医生年来,12,10,2,0.166666667,3.6379375,0.074552059,134.1344573,0.020492947,<|zh|><|NEUTRAL|><|Speech|><|withitn|>这是我当牙科医生30年来。
BAC009S0002W0479.wav,碰到 的 最 惨 不 忍 睹 的 牙齿,碰到的最惨不忍睹的牙齿,碰到的最惨不忍睹的牙齿,11,11,0,0,4.2690625,0.083883524,131.1342142,0.019649167,<|zh|><|NEUTRAL|><|Speech|><|withitn|>碰到的最惨不忍睹的牙齿。
BAC009S0002W0480.wav,晚上 喝 了 牛奶 不 刷牙,晚上喝了牛奶不刷牙,晚上喝了牛奶不刷牙,9,9,0,0,3.74,0.077789545,115.6967815,0.020799344,<|zh|><|NEUTRAL|><|Speech|><|withitn|>晚上喝了牛奶不刷牙。
BAC009S0002W0481.wav,这 是 最 伤 牙 的 两 个 坏 习惯,这是最伤牙的两个坏习惯,这是最伤牙的两个坏习惯,11,11,0,0,4.8410625,0.086873531,126.6208456,0.017945137,<|zh|><|NEUTRAL|><|Speech|><|withitn|>这是最伤牙的两个坏习惯。
BAC009S0002W0482.wav,五 岁 男童 活泼 健康 遭 邻居 嫉妒 被拐 走 掐死,五岁男童活泼健康遭邻居嫉妒被拐走掐死,岁男童活泼健康遭邻去嫉妒被拐走掐死,18,17,2,0.111111111,6.8720625,0.088897467,191.2315462,0.012936068,<|zh|><|NEUTRAL|><|Speech|><|withitn|>5岁男童活泼健康，遭邻去嫉妒，被拐走掐死。
BAC009S0002W0483.wav,七 月 二十六 日 早上 九 点,七月二十六日早上九点,月日早上点,10,5,5,0.5,3.213125,0.075547695,66.18335595,0.023512218,<|zh|><|NEUTRAL|><|Speech|><|withitn|>7月26日早上9点。
BAC009S0002W0484.wav,记者 从 河南 新乡 市 公安 局 获悉,记者从河南新乡市公安局获悉,记者从河南新乡市公安局获悉,13,13,0,0,4.3420625,0.078053713,166.5519746,0.017976184,<|zh|><|NEUTRAL|><|Speech|><|withitn|>记者从河南新乡市公安局获悉。
BAC009S0002W0485.wav,备受 社会 关注 的 新乡 小冀 镇 五 岁 男孩 王 明涵 失踪 案 告破,备受社会关注的新乡小冀镇五岁男孩王明涵失踪案告破,备受社会关注的新乡小记镇岁男童王明涵失踪案告破,24,23,3,0.125,8.303,0.093135357,246.9524009,0.011217073,<|zh|><|NEUTRAL|><|Speech|><|withitn|>备受社会关注的新乡小记镇5岁男童王明涵失踪案告破。
BAC009S0002W0486.wav,新乡 小冀 镇 五 岁 男孩 王 明涵 在家 门口 神秘 失踪,新乡小冀镇五岁男孩王明涵在家门口神秘失踪,新疆小记镇岁男孩王明涵在家门口神秘失踪,20,19,3,0.15,6.1750625,0.087458611,217.2456192,0.014163194,<|zh|><|NEUTRAL|><|Speech|><|withitn|>新疆小记镇5岁男孩王明涵在家门口神秘失踪。
BAC009S0002W0487.wav,牵动 了 全国 观众 和 网友 的 心,牵动了全国观众和网友的心,牵动了全国观众和网友的心,12,12,0,0,3.447,0.074361324,161.3742105,0.021572766,<|zh|><|NEUTRAL|><|Speech|><|withitn|>牵动了全国观众和网友的心。
BAC009S0002W0488.wav,经 新乡 市县 两 级 公安 机关 连续 十七 个 昼夜 强力 攻坚,经新乡市县两级公安机关连续十七个昼夜强力攻坚,经新乡市县两级公安机关连续个昼夜强力攻坚,22,20,2,0.090909091,7.76,0.088539362,225.8882327,0.011409712,<|zh|><|NEUTRAL|><|Speech|><|withitn|>经新乡市县两级公安机关连续17个昼夜强力攻坚。
BAC009S0002W0489.wav,于 七 月 二十五 日夜 成功 侦破 该 案,于七月二十五日夜成功侦破该案,于月日夜成功侦破该案,14,10,4,0.285714286,4.504125,0.104759216,95.45699512,0.023258506,<|zh|><|NEUTRAL|><|Speech|><|withitn|>于7月25日夜成功侦破该案。
BAC009S0002W0490.wav,犯罪 嫌疑 人 李 某某 已 归案,犯罪嫌疑人李某某已归案,犯罪嫌疑人李某某已归案,11,11,0,0,4.166,0.076957941,142.9352169,0.018472862,<|zh|><|NEUTRAL|><|Speech|><|withitn|>犯罪嫌疑人李某某已归案。
BAC009S0002W0491.wav,失踪 儿童 王 明涵 不幸 遇害,失踪儿童王明涵不幸遇害,失踪儿童王明涵不幸于害,11,11,1,0.090909091,3.431875,0.073764563,149.1230967,0.021493954,<|zh|><|NEUTRAL|><|Speech|><|withitn|>失踪儿童王明涵不幸于害。
BAC009S0002W0492.wav,孩子 遗体 在 李 某某 家院 花池 内 挖出,孩子遗体在李某某家院花池内挖出,孩子遗体在李某某家院花池内挖出,15,15,0,0,4.9291875,0.08723855,171.9423348,0.017698363,<|zh|><|NEUTRAL|><|Speech|><|withitn|>孩子遗体在李某某家院花池内挖出。
BAC009S0002W0493.wav,嫌疑 人 李 某某 是 涵涵 家邻 居,嫌疑人李某某是涵涵家邻居,嫌疑人李某某是涵憨家邻居,12,12,1,0.083333333,4.192125,0.077680588,154.4787487,0.018530122,<|zh|><|NEUTRAL|><|Speech|><|withitn|>嫌疑人李某某是涵憨家邻居。
BAC009S0002W0494.wav,五 岁 男童 肝癌 晚期 医生 忠告 六 种 零食 有 毒,五岁男童肝癌晚期医生忠告六种零食有毒,岁男童肝癌晚期医生忠告种零食有毒,18,16,2,0.111111111,6.864,0.085659504,186.7860455,0.012479531,<|zh|><|NEUTRAL|><|Speech|><|withitn|>5岁男童肝癌晚期，医生忠告，6种零食有毒。
BAC009S0002W0495.wav,一般 人 都 以为 是 中 老年 人才 会 得 的 癌症,一般人都以为是中老年人才会得的癌症,一般人都以为是中老年人才会得的癌症,17,17,0,0,6.396,0.093999863,180.851328,0.014696664,<|zh|><|NEUTRAL|><|Speech|><|withitn|>一般人都以为是中老年人才会得的癌症。
